status,year,country,region,borrowerCode,borrowerType,borrowerNotGouv,financier,financeType,group,reportedValue,reportedUnit,cleanUSD,interestRate,liborRate,repayment,grace,term,purpose
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,6,USD,6,,,,,,"Lucapa, Lunda-Norte Water Supply System"
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,7,USD,7,,,,,,"Kiwaba Nzoje, Malanje Water Supply System"
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,17,USD,17,,,,,,"Cacula, Huila Water Supply System "
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,6,USD,6,,,,,,"Jamba, Huila Water Supply System"
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,7,USD,7,,,,,,"Cangandala, Malanje Water Supply System "
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,11,USD,11,,,,,,"Muxima, Luanda Water Supply System "
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,13,USD,13,,,,,,"Quela, Malanje Water Supply System "
Completed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,30,USD,30,,,,,,M´Banza Congo Water Supply System
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,34,USD,34,,,,,,Luanda Rehabilitation of EN100 Part One
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,50,USD,50,,,,,,"Cuanza-Sul, EN100 Road Rehabilitation, Cabo Ledo-Lobito Road Lot 2, Ponte do Rio Longa-Ponte do Rio Keve"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,31,USD,31,,,,,,"Cuanza-Sul, EN100 Rehabilitation, Cabo Ledo-Lobito Road Lot 4, Sumbe-Ponte do Rio Eval "
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,41,USD,41,,,,,,"Benguela, EN100 Road Rehabilitation, Cabo Ledo-Lobito  Lot 5, Ponte do Rio Eval/ Ponte do Rio Culango"
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,20,USD,20,,,,,,Cuanza Sul Rehabilitation of EN120 Part 2
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,49,USD,49,,,,,,"Cuanza-Sul Rehabilitation of EN120 Part 5, High Dondo / Waco Kungo / Keve River Bridge, Lot 05 - Waco Kungo / Keve River Bridge, 31.1km"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,53,USD,53,,,,,,"EN230 Road Lot 1 Lucala-Malage-Saurimo, Intersection to EN322"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,60,USD,60,,,,,,"EN230 Road Lot 2 Cacuso-Malange, 68.8km "
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,27,USD,27,,,,,,"EN321 Road Rehabilitation, Maria Teresa to Dondo, 61km"
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,12,USD,12,,,,,,"Cuanza Sul,  EC247 Road Rehabilitation, EN120-Cassongue Connection, 37km"
Completed,2015,Angola,CA,,,Government,CDB,MFA-sub,1.0,52,USD,52,,,,,,"Housing Contracts in Cunene-450 Units and in Uíge-500 Units
"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,46,USD,46,,,,,,"Sambizanga, Luanda, Rua 12 de Julho Road "
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,55,USD,55,,,,,,"Malanje, Talamungongo - Mussolo - Cambundi - Catembo Road Rehabilitation, 290km"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,38,USD,38,,,,,,Breakwater at Cabinda Port
Completed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,26,USD,26,,,,,,"Airport Terminals in Cuito, Bie "
Completed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,40,USD,40,,,,,,"Headquarters of Government, Police Stations, and Warehouses in Cabinda, Phase 1 "
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,60,USD,60,,,,,,Cabinda Airport Expansion
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,60,USD,60,,,,,,Construction of the River and Land Terminal in Soyo City
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,56,USD,56,,,,,,Marine Passenger Terminal in Cabinda
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,23,USD,23,,,,,,"EN100 Road Rehabilitation, Part 3 "
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,38,USD,38,,,,,,"Benguela, EN100 Road Rehabilitation Lot 6, 39km"
Completed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,38,USD,38,,,,,,"Cuanza Sul, EN120 Road Rehabilitation, Part 3, Alto Dondo / Waco Kungo / Bridge of the River Keve, 52km, Lot 03 - Jetty on the Quimone / São Mamede Riv"
Completed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,51,USD,51,,,,,,"EN120 Road Rehabilitation Lot 1, Alto Dondo-Desvio da Munenga, 46km"
Completed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,26,USD,26,,,,,,"Luanda, N´Gola Kiluange Road Rehabilitation, 35.9km"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,31,USD,31,,,,,,"Five Roads in Luanda Province Rehabilitation: Patriota-Talatona, Rua da Brigada, Rua D no Benfica, Rua Soba Mandume e Ramal de Bom Jesus"
Completed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,47,USD,47,,,,,,"Huambo City, Electrification of 17,500 Home Connections  "
Completed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,452,USD,452,,,,,,"Luanda, Electrification of 300,000 Home Connections "
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,47,USD,47,,,,,,"Lubango/Matala, Huila, Electrification of 12,500 Home Connections"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,47,USD,47,,,,,,"Cabinda City, Electrification of 20,000 Household Connections "
Completed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,340,USD,340,,,,,,"Lauca-Huambo, Electricity Transmitting and Transforming System Construction"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,71,USD,71,,,,,,"Benguela City, Electrification Contract and 22,800 Household Connections"
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,9,USD,9,,,,,,"Bibala, Namibe, Water Supply System "
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,19,USD,19,,,,,,"Tchindjendje, Huambo, Water Supply System"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,33,USD,33,,,,,,"Ecunha, Huambo, Water Supply System"
Completed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,39,USD,39,,,,,,"Cuito, Bié, Water Supply System"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,18,USD,18,,,,,,"Gabela/Quilenda, Cuanza-Sul, EN110 Road Rehabilitation, 35km "
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,29,USD,29,,,,,," Cuito, Bie, Road Rehabilitation, 15km "
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,25,USD,25,,,,,,"Malanje, Mussolo-Dumba Cabango Road Rehabilitation, 43km"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,50,USD,50,,,,,,"Uige, Uige-Calumbo-Dambi-Negage Road Rehabilitation, 37.5km"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,8,USD,8,,,,,,"Huambo, Catchiungo-Chinhama Road Rehabilitation, 65km "
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,9,USD,9,,,,,,"Massango, Malanje, Water Supply System Construction"
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,10,USD,10,,,,,,"Uige, Quitexe-Ambuíla Road Rehabilitation "
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,12,USD,12,,,,,,"Marimba, Malanje, Water Supply System"
Completed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,29,USD,29,,,,,,"Cuanza Norte, Alto Dondo-Capanda Road Rehabilitation, São Pedro da Quilemba - Alto Dondo, 48 km"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,27,USD,27,,,,,,"Malanje, Caculama (Mucari)- Tala Mungongo Road"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,31,USD,31,,,,,,"Malanje City, Water Supply System Construction "
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,11,USD,11,,,,,,"Cunhinga, Bie, Water Supply System Construction"
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,8,USD,8,,,,,,"Chitembo, Bie, Water Supply System Construction"
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,18,USD,18,,,,,,"Bula Atumba, Bengo, Water Supply System Construction"
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,10,USD,10,,,,,,"Bula Atumba, Bengo, Water Supply System Construction "
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,18,USD,18,,,,,,"Tchicala-Tcholoanga, Huambo, Water Supply System Construction "
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,8,USD,8,,,,,,"Nharêa, Bié, Water Supply System Construction"
Signed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,10,USD,10,,,,,,"Camucuio, Namibe, Water Supply System Construction"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,41,USD,41,,,,,,"Muxaluando, Bengo, Water Supply System Construction"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,48,USD,41,,,,,,"Luanda Water Distribution Systems - Panguila, Caop-Velha, Km 32"
Implementation,2015,Angola,CA,,,Government,CDB,MFA-sub,1.0,51,USD,51,,,,,,"Kwanza Sul, Porto Amboim Water Supply System Improvement  "
Completed,2015,Angola,CA,,,Government,CDB,MFA-sub,1.0,139,USD,139,,,,,,"Huambo City, Water Supply Network Construction, Lot 1 & 2, Phase II"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,37,USD,37,,,,,,"Sambizanga, Social Houses in Luanda - 3000 Units "
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,28,USD,24,,,,,,"Luanda, Candelabro Water Distribution Center "
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,189,USD,189,,,,,,"Rehabilitation of the Cabolongo-Cacuaco Expressway, Connection to the Camama Road with Access to Zango and Central Kilamba"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,156,USD,156,,,,,,"Rehabilitation of EN230, with Connection to the Unidade Operativa Overpass, and Improvements of the Luanda-Viana VIA Expressway"
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,245,USD,245,,,,,,Rehabilitationof EN230 between Viana and the New Luanda/Catete International Airport
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,87,USD,87,,,,,,Lar do Patriota Basic Infrastructure Phase II
Implementation,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,27,USD,27,,,,,,"Cruzamento-Cassongue Road Rehabilitation, 37m"
Implementation,2017,Angola,CA,,,Government,CDB,MFA-sub,1.0,38,USD,38,,,,,,Malanje Youth House
Signed,2017,Angola,CA,,,Government,CDB,MFA-sub,1.0,19,USD,19,,,,,,Namibe Province Urban Roads - Mocamedes Rehabilitation
Implementation,2017,Angola,CA,,,Government,CDB,MFA-sub,1.0,28,USD,28,,,,,,Dredging of the Malanje River
Implementation,2019,Angola,CA,,,Government,ICBC,CommL,1.0,125,USD,106,,,,,,"Sumbe City, Cuanza Sul, Integrated Infrastructure Lot 2 - Drainage"
Completed,2016,Angola,CA,,,Government,CDB,MFA-sub,1.0,10000,USD,10000,,,,,,Sonangol Recapitalization
Implementation,2013,Angola,CA,,,Government,ICBC,CommL,1.0,180,USD,180,,,,,,"Luachimo Hydropower Project, 36MW"
Signed,2016,Angola,CA,,,Government,CDB,Loan,1.0,454,USD,386,,,,,,Package S5- Quilonga Grande Construction
Signed,2016,Angola,CA,,,Government,CDB,Loan,1.0,13,USD,13,,,,,,Construction of the CD Morar and Installation of the System of Monitoring and Safety of Adductive Pipes in Luanda
Completed,2013,Angola,CA,,,Government,ICBC,EBC,1.0,130,USD,130,,,,,,"Luanda, Water Distribution Networks "
Signed,2013,Angola,CA,,,Government,Eximbank,Loan,1.0,20,USD,20,,,,,,Hotel Luanda Reconstruction
Completed,2016,Angola,CA,,,Government,Eximbank,Loan,1.0,46,USD,39,,,,,,"3 Training Centers and Equipment for Angolan Railway Companies in Luanda (CFL), Benguela (CFB) and Moçâmedes"
Implementation,2014,Angola,CA,,,Government,ICBC,CommL,1.0,120,USD,120,,,,,,"Futungo de Belas Real Estate Development Project, Phase I - 8000 Units"
Completed,2013,Angola,CA,,,Government,CDB,Loan,1.0,54,USD,54,,,,,,"Luanda, Marçali Water Distribution Centre Rehabilitation "
Signed,2015,Angola,CA,,,Government,CDB,Loan,1.0,20,USD,20,,,,,,"Road Rehabilitation in Nharea, Bie, Stecol Corporation (中水电十三局), 12km "
Signed,2013,Angola,CA,,,Government,Eximbank,Loan,1.0,21,USD,21,,,,,,Hotel Namibe Reconstruction
Signed,2013,Angola,CA,,,Government,Eximbank,Loan,1.0,21,USD,21,,,,,,Hotel Huila Reconstruction in Lubango
Signed,2013,Angola,CA,,,Government,Eximbank,Loan,1.0,20,USD,20,,,,,,Hotel Benguela Reconstruction
Signed,2013,Angola,CA,,,Government,Eximbank,Loan,1.0,23,USD,23,,,,,,Hotel Cabinda Reconstruction
Implementation,2012,Angola,CA,,,Government,BoC,CommL,1.0,110,USD,110,,,,,,4 Telecommunication Projects
Implementation,2017,Angola,CA,,,Government,BoC,EBC,1.0,150,USD,150,,,,,,"Railway Connection for the New Luanda International Airport to Luanda City, 17.4km "
Completed,2015,Angola,CA,,,Government,Eximbank,Loan,1.0,509,USD,509,,,,,,Nzeto-Soyo Road
Implementation,2015,Angola,CA,,,Government,ICBC,CommL,1.0,94,USD,80,,,,,,"Housing Projects in Malanje - 500 Units, Moxico - 450 Units, and Bié - 500 Units"
Implementation,2018,Angola,CA,,,Government,ICBC,CommL,1.0,405,USD,405,,,,,,Electrification and Home Connections in Zaire Province
Signed,2000,Democratic Republic of Congo,CA,6.0,JV,"Congo-China Telecom S.A.R.L. (CCT) (Congo 49%, formerly ZTE now France Telecom 51%)",Eximbank,CL,1.0,80,CNY,10,,,,,,Establishing Joint-Venture Congo China Telecom
Signed,2005,Democratic Republic of Congo,CA,,,Government,CIDCA,ZIL,1.0,10,CNY,1,0,,,,,Unknown
Signed,2006,Democratic Republic of Congo,CA,,,Government,CIDCA,ZIL,1.0,1,USD,1,0,,,,,Unknown
Signed,2007,Democratic Republic of Congo,CA,,,Government,CIDCA,ZIL,1.0,10,CNY,1,0,,,,,Unknown
Completed,2009,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,19,USD,19,,Libor+1,,,,"Boulevard du 30 Juin Refurbishment in Kinshasa, Part 2 (2.5km)"
Completed,2009,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,20,USD,20,,Libor+1,,,,"Esplanade in front of the People's Palace in Kinshasa Refurbishment, 24380 sqr m"
Completed,2008,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,24,USD,24,,Libor+1,,,,"Kinshasa, Avenue du Tourisme Refurbishment, 6.8km"
Completed,2009,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,29,USD,29,,Libor+1,,,,"Kinshasa, Triomphal and Sendwe Boulevards Refurbishment - Original (3.67km)"
Completed,2008,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,115,USD,115,,Libor+1,,,,"Kinshasa, Bed Construction in Hopital du Cinquantenaire - 450 beds (40,000 sqr m)"
Completed,2008,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,21,USD,21,,Libor+1,,,,"Kinshasa, Lutendele Avenue Refurbishment, 2.8km"
Completed,2008,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,57,USD,57,,Libor+1,,,,"North Kivu: Beni - Niania Road Refurbishment, 60km"
Completed,2008,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,51,USD,51,,Libor+1,,,,Katanga: Lubumbashi - Kasomeno RN5 Grading (137km)
Completed,2008,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,88,USD,88,,Libor+1,,,,Katanga: Lubumbashi - Kasomeno RN5 Asphalting (137km)
Completed,2011,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,8,USD,8,,Libor+1,,,,"Kisangani, Factory to Build Prefabricated Houses (14,400 sqr m)"
Completed,2010,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,15,USD,15,,,,,,"RN5 Bukavu - Ngangezi - Kamanyola Upgrade, 55km, Phase I (5/55km)"
Completed,2010,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,23,USD,23,,,,,,"RN2 Crossing to Butembo, Phase I (7.5km)"
Completed,2015,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,10,USD,10,,,,,,"Goma: Bunagana - Rutshuru - Goma Road, 15km"
Completed,2009,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,26,USD,26,,Libor+1,,,,"Boulevard du 30 Juin Refurbishment in Kinshasa, Part 1 (5.3km)"
Completed,2014,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,30,USD,30,,,,,,"Lwambo - Mitwaba - Manono - Kalemie Road Rehabilitation, Phase I (171.6/466km) - Dirt Road"
Completed,2015,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,6,USD,6,,,,,,Kolwezi Road Rehabilitation and Modernization
Implementation,2015,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,15,USD,15,,,,,,Mbuji Mayi to Mwene Ditu Road Resurfacing
Implementation,2015,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,15,USD,15,,,,,,"Kalemie Road Rehabilitation and Modernization, Phase I"
Implementation,2015,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,10,USD,10,,,,,,Bunia Stadium
Implementation,2015,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,16,USD,16,,,,,,Kalemie Stadium
Completed,2015,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,12,USD,12,,,,,,Goma Stadium Construction
Signed,2016,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,2,USD,2,,,,,,Feasibility Study for the Rehabilitation and Modernization Project of the Mwene Ditu - Nguba Road
Implementation,2016,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,39,USD,39,,,,,,Nzolana Avenue Rehabilitation and Anti-Erosion Control
Signed,2016,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,10,USD,10,,,,,,Construction Project of the Water Collection and Treatment Unit in Kamina in Katanga
Signed,2015,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,6,USD,6,,,,,,Kabalo Bridge Construction and Modernization Project
Signed,2016,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,6,USD,6,,,,,,Kabongo-Dianda - Mukwende Road Rehabilitation Project (350 km)
Signed,2016,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,6,USD,6,,,,,,Kamina - Kabongo Road Rehabilitation Project (230 km)
Signed,2016,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,10,USD,10,,,,,,Kikwit - Idiofa Road Rehabilitation and Modernization Project (70 km)
Signed,2015,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,5,USD,5,,,,,,Kitanda - Ankoro Road Rehabilitation and Modernization Project (70km)
Signed,2016,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,15,USD,15,,,,,,Kisangani Road Rehabilitation and Modernization Project (10.914 km)
Signed,2016,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,10,USD,10,,,,,,Manono Road Rehabilitation and Modernization Project (5 km)
Signed,2015,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,5,USD,5,,,,,,"Uvira Road Rehabilitation and Modernization Project, Phase I (5 km)"
Signed,2016,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,5,USD,5,,,,,,Ankoro - Manono Road Rehabilitation and Modernization Project (115km)
Signed,2016,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,14,USD,14,,,,,,Bukavu Stadium Project
Signed,2016,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,10,USD,10,,,,,,"Study, Supply and Installation Contract for 5,000 Solar Poles and Accessories"
Signed,2017,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,6,USD,6,,,,,,Kalemie Airport Terminal Construction
Signed,2017,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,5,USD,5,,,,,,"Kinshasa, Triomphal and Sendwe Boulevards Reinforcement (3.67km)"
Implementation,2018,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,57,USD,57,,,,,,"RN5 Bukavu - Ngangezi - Kamanyola Upgrade, Phase II (50/55km)"
Completed,2015,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,11,USD,11,,,,,,"RN2 Crossing to Butembo, Phase II (7.5km)"
Implementation,2018,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,27,USD,27,,,,,,"Kalemie Road Rehabilitation and Modernization, Phase II"
Implementation,2018,Democratic Republic of Congo,CA,,,Government,Eximbank,FA-sub,1.0,10,USD,10,,,,,,Lualaba: Kanina - Musonoï - Kapata Road Construction (12.93 km)
Signed,2008,Democratic Republic of Congo,CA,,,Government,CIDCA,ZIL,1.0,80,CNY,12,0,,,,,Unknown
Signed,2009,Democratic Republic of Congo,CA,,,Government,CIDCA,ZIL,1.0,30,CNY,4,0,,,,,Unknown
Implementation,2011,Democratic Republic of Congo,CA,,,Government,Eximbank,PEBC,1.0,367,USD,367,2,,,,20,Zongo II Hydropower Station 150MW
Completed,2008,Democratic Republic of Congo,CA,,,Government,Eximbank,CL,1.0,245,CNY,36,,,,,,Fiber-Optic Cables Phase I
Completed,2012,Democratic Republic of Congo,CA,,,Government,Eximbank,CL,1.0,45078,XAF,91,,,,,,Fiber-Optic Cables Phase II
Implementation,2012,Democratic Republic of Congo,CA,,,Government,Eximbank,CL,1.0,60,USD,60,,,,,,N'Djili Airport Runway Refurbishment
Implementation,2011,Democratic Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,40,USD,40,,,,,,Government Internal Telecom Network
Signed,2019,Democratic Republic of Congo,CA,,AfrGov,Government,Eximbank,CL,1.0,301,USD,301,2,,,7.0,20,N'Djili Airport Terminal (Kinshasa)
Completed,2013,Democratic Republic of Congo,CA,,,Government,CIDCA,ZIL,1.0,8,USD,8,,,,,,Economic and Technical Assistance
Implementation,2018,Democratic Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,299,USD,299,2,,,7.0,20,220 KV substation in Kinsuka and Associated Distribution Networks
Implementation,2011,Central African Republic,CA,,AfrGov,Government,CIDCA,ZIL,1.0,173,CNY,18,0,,,,,Boali No.3 Hydropower Project 10MW
Signed,2003,Central African Republic,CA,,,Government,CIDCA,ZIL,1.0,3,USD,3,0,,,,5,Social and Economic Development Projects
Signed,2003,Central African Republic,CA,,,Government,CIDCA,ZIL,1.0,2,USD,2,0,,,,,Civil Servant Salaries
Signed,2004,Central African Republic,CA,,,Government,CIDCA,ZIL,1.0,2,USD,2,0,,,,,Overcome Financial Hardship
Signed,2007,Central African Republic,CA,,,Government,CIDCA,ZIL,1.0,4,USD,4,0,,,,,Unknown
Signed,2009,Central African Republic,CA,,,Government,CIDCA,ZIL,1.0,2600,XAF,6,0,,,,,Customs Inspections Machines
Completed,2005,Central African Republic,CA,6.0,JV,"Société Centrafricaine de Télécommunications (Socatel) (CAR 60%, France Telecom 40%)",Zhongxing Telecommunication Equipment Corporation (ZTE),SC,1.0,60,EUR,60,,,,,,Mobile and Fixed Network
Completed,2000,Republic of Congo,CA,,,Government,Eximbank,CL,1.0,200,CNY,24,,,,,,"Lutete, Cement Factory "
Completed,2001,Republic of Congo,CA,,,Government,CIDCA,ZIL,1.0,3000,XAF,4,0,,,,,Unknown
Completed,2003,Republic of Congo,CA,,,Government,China Machinery Engineering Corporation (CMEC),SC,1.0,238,USD,238,0.2,,,,15,Imboulou Hydropower Station 120MW
Implementation,2005,Republic of Congo,CA,,,Government,China Machinery Engineering Corporation (CMEC),SC,1.0,649,USD,552,0.2,,16.5,3.5,20,Energy Transmission Network from Imboulou Hydropower: 780km of 220kV; 91km of 110kV; 350km of 20kV&30kV
Completed,2008,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,180,USD,180,0.25,,,5.0,20,"Brazzaville, Maya-Maya Airport"
Completed,2009,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,305,USD,259,0.25,,,5.0,20,"Djiri, Drinking Water Supply Projects"
Completed,2006,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,665,USD,565,0.25,,,5.0,20,"National Route 1 Pointe-Noire-Brazzaville Road, Phase I (Pointe-Noire to Dolisie, 164km)"
Completed,2009,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,163000,XAF,303,0.25,,,5.0,20,"National Route 2, Owando-Makoua-Ouesso Road, Phase I (Owando-Makoua-Mambili, 126km)"
Completed,2008,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,125,USD,106,0.25,,,5.0,20,"Gabon Border Road, Obouya-Boundji-Okoyo-Gabon Border, aka OBO Road, 125km, Phase I"
Completed,2006,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,62,USD,53,0.25,,,5.0,20,"Brazzaville, Ollombo Airport Modernization"
Completed,2006,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,52,USD,45,0.25,,,5.0,20,"""815""/""August 15"" Social Housing Complex - 200 Units"
Completed,2006,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,17,USD,15,0.25,,,5.0,20,Oyo General Hospital and Hospital Road
Completed,2013,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,63,USD,63,0.25,,,5.0,20,Oyo Harbor Phase 1
Completed,2012,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,110,USD,110,0.25,,,5.0,20,Liouesso Hydropower Project 19.9MW
Completed,2012,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,116409,XAF,234,0.25,,,5.0,20,"National Route 2, Owando-Makoua-Ouesso Road, Phase II (Mambili-Ouésso, 199km)"
Completed,2012,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,36638,XAF,74,0.25,,,5.0,20,"Gabon Border Road, Okoyo-Lékéty-Frontier Road, 90km, Phase II"
Completed,2012,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,21859,XAF,37,0.25,,,5.0,20,"74km Transmission Line from Liouesso Hydropower Project to the town of Ouesso-North, 110kV "
Completed,2014,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,55,USD,55,0.25,,,5.0,20,264 Social Housing Units in Mpila (Brazzaville)
Implementation,2014,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,73,USD,62,0.25,,,5.0,20,Mpila Commercial Zone (Brazza-Mall)
